"lat_lon","AL","AD","AT","BY","BE","BA","BG","HR","CZ","DK","EE","FI","FR","DE","VA","HU","IS","IE","IT","LV","LI","LT","LU","MK","MT","MD","MC","ME","NL","NO","PL","PT","RO","RU","SM","RS","SK","SI","ES","SE","CH","TR","UA","GB","GR"
"(55.284319484766066, 23.88064027584349)",1597.7775193192,2181.5971625204,1090.01837196822,331.743057515916,1389.67553149917,1308.83487134426,1396.83541140744,1285.71051575706,842.735358023437,883.826932768012,392.301815418137,1035.24679369669,1848.27687031431,1016.50637696852,1748.15852151852,952.744726759268,2541.76584840481,2074.25234268118,1632.1542527675,179.647339147723,1355.91648289468,0,1356.86081322924,1529.36603006002,2316.96421737894,952.506686045097,1778.75092704543,1428.83336063476,1251.17983491556,1095.55072669685,461.158182037917,2929.0435368947,1051.34503603367,867.967347810867,1558.37712537988,1248.48010452242,788.636553547444,1196.65195998868,2615.60491461361,935.595329168783,1448.3539925206,1988.06460425788,846.561673943677,1723.79916704979,1805.05334619489
"(49.76570507415103, 5.965223432343999)",1455.01909883212,904.565057057132,642.903704876975,1572.95117916292,139.61930236012,1092.88035088524,1668.30922347638,873.583478887541,674.496231521794,748.345468412377,1619.28268430947,2029.22199022891,512.933016834075,342.624310917123,1037.06255466271,1028.74098785635,2231.56076862375,1040.57100373548,912.870868396196,1474.99489171029,381.380314529995,1356.86081322924,0,1519.59361557181,1724.89541056823,1676.96137907233,709.905327354883,1283.54302430498,283.577354500254,1384.68063526451,972.854878178579,1576.95091461781,1481.69296616069,2216.17823343278,849.697053365303,1283.14758877435,991.399716170946,782.261545615217,1288.06689808591,1589.97340980703,367.241871253462,2585.52906115823,1824.24095871192,762.308075345759,1779.79052603753
"(41.60592964714007, 21.697903375280845)",148.574348656798,1688.93367736632,900.10882693307,1403.71818577442,1654.94083186385,426.890166940327,315.748098241766,647.531758215907,1033.56305336904,1821.24701815196,1917.0521862048,2564.57126167062,1653.60106135352,1372.36983308934,785.952413724886,648.878541859316,3638.39882259365,2558.71757236003,799.325533281212,1705.48563782967,1161.47421258218,1529.36603006002,1519.59361557181,0,931.835716277539,819.6277800856,1203.73348125134,238.623098945199,1704.7348525263,2399.53733572128,1185.83708360863,2514.64173652839,539.758693681198,1952.61026327876,802.555250762015,300.523023045332,809.7889884413,739.391321126674,2127.52478367772,2383.36377992913,1226.63050306199,1173.19387251317,1120.78881187024,2274.12673273571,295.018995183915
"(35.5, 14.35)",799.00645834892,1358.2309518063,1345.62989772941,2266.72527805049,1858.09283082968,1008.22315896578,1234.21802352192,1069.02496632836,1587.79963346644,2310.75152786051,2707.65873577175,3323.52865067138,1560.69346985853,1767.16040367508,694.51917705345,1364.55549484298,3953.18163841544,2630.87094024881,827.281111356202,2496.31402821478,1360.9428365887,2316.96421737894,1724.89541056823,931.835716277539,0,1747.85162510423,1072.10663869566,914.415148364015,1993.44260015895,2962.6385316824,1891.19930025444,2026.17469984534,1454.94346862983,2863.00566598677,901.950191908584,1115.64262641152,1528.90630566085,1180.9947407537,1665.27426521695,3041.29669834956,1357.65598634299,1879.25053093041,2048.39437795781,2444.53423408934,840.691237691229
"(47.20367642606752, 28.41048279080328)",949.049429139489,2202.62791309257,1081.28677902414,701.742956798985,1779.48372597609,890.006266350525,555.706272644552,1038.08425465548,1006.43757591278,1609.55055421139,1284.66548017504,1930.79335798503,2018.28623351316,1387.69409136916,1428.44211930136,685.542587003168,3420.09802563624,2652.94565847418,1372.18169275013,1096.03436552233,1443.40311282349,952.506686045097,1676.96137907233,819.6277800856,1747.85162510423,0,1705.90982175936,869.9166343395,1736.00001810967,2016.30478221464,855.497758078636,3039.86679415464,305.187884754267,1144.81437421945,1330.50285016085,676.530213308082,685.605420654492,1036.67365039876,2667.37248988086,1887.73938427874,1539.73863893042,1054.79301933258,301.161044518368,2315.53690624061,1014.96641791802
"(43.44, 7.24)",1084.27559105981,501.497705642695,706.906812322147,1887.14188009992,826.741326452924,854.399795081274,1460.9396151506,669.10455176392,937.271122464335,1416.60449671754,2120.07391500883,2630.51152039624,503.110131213358,885.693529929942,464.159862739426,1036.48068061396,2899.03820092785,1560.05956536422,406.20267213513,1935.9907633363,444.412238528928,1778.75092704543,709.905327354883,1203.73348125134,1072.10663869566,1705.90982175936,0,982.232563521419,993.344121745268,2073.27313706495,1321.51134384692,1342.24535531266,1426.68393164211,2557.1726234766,405.471324526986,1094.44880601178,1114.0737561306,678.022213642068,963.294831761271,2239.46299902556,378.842012922689,2374.52957103515,1944.45890615215,1378.75336338829,1382.73721416866
"(42.78903960655908, 19.2861817215929)",193.18256324211,1475.59473155571,674.270666098419,1353.70239938408,1419.73297167534,195.022388706583,483.522206137548,410.20626741799,833.839186286689,1623.1047739156,1821.04763988347,2456.36780247008,1419.54339695883,1151.2431192746,595.966997971489,490.224299508498,3423.95235003225,2321.58917023737,584.64992017683,1608.1764584546,923.042109395322,1428.83336063476,1283.54302430498,238.623098945199,914.415148364015,869.9166343395,982.232563521419,0,1476.10917726977,2223.89291363734,1040.55779769255,2309.26832314378,565.326959249734,1952.85213406797,577.230099528505,202.757999651017,660.1759121462,506.991600447461,1923.36394575003,2234.99192356131,988.126848741281,1393.43200011299,1162.4214284023,2040.49948245434,504.390701214376
"(52.298700374441786, 5.512217100965399)",1658.33284313051,1155.85160293779,804.785032679177,1511.53149320853,194.249150147865,1281.29274745072,1813.362622149,1075.12071498301,743.195926803534,506.568930779617,1457.77539595741,1803.32653379694,745.653873755218,354.545572857948,1300.70466281185,1144.98579976731,1977.52908962737,917.176527461855,1171.8227822573,1341.38513182807,633.840057032611,1251.17983491556,283.577354500254,1704.7348525263,1993.44260015895,1736.00001810967,993.344121745268,1476.10917726977,0,1113.31467505569,941.66868978234,1750.95398134263,1583.2746226434,2119.00159461613,1103.30607462253,1442.70022890124,1067.09284125367,969.593516350532,1500.16136113922,1341.50397238939,640.753120376002,2705.935775111,1839.19998815285,587.985525396849,1979.83894905023
"(62.0, 10.0)",2416.07139100256,2266.68972114959,1621.94110070826,1419.99050649304,1306.11527129119,2047.50958373746,2364.75351865743,1911.85033651618,1400.25498917044,661.287076510496,947.92515164823,858.072461769636,1853.18500118055,1210.095492121,2281.43486072302,1750.75051726321,1457.12036710379,1448.72870563596,2146.52350187861,1018.30828597479,1652.45858192619,1095.55072669685,1384.68063526451,2399.53733572128,2962.6385316824,2016.30478221464,2073.27313706495,2223.89291363734,1113.31467505569,0,1231.09850890856,2772.51049188693,2036.06221232313,1720.97162312134,2068.3936163602,2099.13905650977,1592.05320484342,1794.97494768521,2577.71797650168,352.640463997571,1697.06402828953,3068.51527122497,1941.8048052636,1174.67765609913,2694.32550196619
"(52.14826021933187, 19.31101430844868)",1224.79803925177,1740.85803789675,628.862947477918,603.222117907036,1036.65127134343,892.823490496538,1133.96340932308,837.372521332156,384.261462506268,754.465871221189,831.752622051682,1432.36016374515,1432.69033381666,634.274465451153,1294.34712732496,550.3743933951,2579.23425006632,1840.75289461024,1175.04325613552,629.711088425944,908.745599307253,461.158182037917,972.854878178579,1185.83708360863,1891.19930025444,855.497758078636,1321.51134384692,1040.55779769255,941.66868978234,1231.09850890856,0,2515.25426794296,811.412419138417,1262.95128429744,1100.1137348949,887.188983365083,380.860172700819,741.600369488612,2185.70382473402,1198.37652270388,1004.68414971075,1897.71167580358,905.227972704574,1493.63487313503,1477.61232252136
"(39.63404977497817, -8.055765588295687)",2380.45544270107,840.782756794793,1984.60570299213,3116.77653072349,1572.54850488738,2195.39150497564,2792.51437271805,2009.15784199302,2155.70591606524,2252.19507160955,3193.25404856839,3543.73817290871,1083.11496807047,1913.16583384143,1729.63959462402,2358.88848305498,2913.83641100133,1505.82482483001,1724.85997735342,3051.83530668213,1631.86444533016,2929.0435368947,1576.95091461781,2514.64173652839,2026.17469984534,3039.86679415464,1342.24535531266,2309.26832314378,1750.95398134263,2772.51049188693,2515.25426794296,0,2767.33272067591,3776.95728294419,1741.86594883196,2435.33669193098,2406.98870049156,2003.37973272289,387.25834196977,3058.78989859326,1531.69226479412,3685.29881957098,3261.47914841767,1635.38330457705,2640.47092045412
"(45.857101035738005, 24.943252494635377)",657.173585355651,1927.0809011637,852.446968676582,878.353007824463,1597.1325119069,591.545464834852,345.493393018939,758.192300827726,840.236821594727,1545.77926097997,1424.01797444955,2077.31991947738,1773.4364994706,1228.73963426232,1126.88301624811,453.671945816193,3383.22559658314,2495.19357660028,1076.85683020192,1218.2622336582,1205.75002230879,1051.34503603367,1481.69296616069,539.758693681198,1454.94346862983,305.187884754267,1426.68393164211,565.326959249734,1583.2746226434,2036.06221232313,811.412419138417,2767.33272067591,0,1413.88401891109,1040.12884513659,371.577502532121,520.192486615931,775.210873749099,2389.9759017816,1959.86937562471,1297.33908937545,1124.7771155878,598.167866340134,2171.0087753494,776.054367795962
"(55.76, 37.62)",2069.58413278578,2999.64592972914,1850.28172841825,670.373719626681,2255.9014517239,1905.02328612216,1700.2748143889,1965.48703908172,1635.64255603526,1723.56397833659,780.551597351538,1158.53581935051,2693.86371774436,1873.71665184533,2422.74661277751,1578.31195181578,3150.9918800055,2918.23770883586,2329.39534955116,799.27304361465,2166.63177093033,867.967347810867,2216.17823343278,1952.61026327876,2863.00566598677,1144.81437421945,2557.1726234766,1952.85213406797,2119.00159461613,1720.97162312134,1262.95128429744,3776.95728294419,1413.88401891109,0,2266.05976692421,1750.13753219354,1457.23249247445,1907.0454787677,3448.1541114611,1422.6568850529,2264.36791353131,1865.02549468149,853.552738096737,2571.3525629561,2159.64977808098
"(43.46, 12.25)",691.140528441817,903.163358963712,483.171867705439,1605.90609047748,988.229397457543,454.853133295148,1055.58273814078,304.083475348253,740.544074230114,1412.03136270567,1930.51559236244,2501.73858687902,858.873110910549,865.854065674341,213.285716372743,694.675294343812,3078.09000497586,1840.34104998772,79.2460739134746,1729.76171486015,470.965297691697,1558.37712537988,849.697053365303,802.555250762015,901.950191908584,1330.50285016085,405.471324526986,577.230099528505,1103.30607462253,2068.3936163602,1100.1137348949,1741.86594883196,1040.12884513659,2266.05976692421,0,694.114964827691,810.280112773474,364.619075896037,1358.80389546225,2171.91364113357,492.563863354012,1970.38887807628,1587.39600201054,1602.30982955123,1002.81829730863
"(44.23303653365162, 20.819651926382583)",349.446687374876,1595.3791701986,643.696597990061,1156.00491721762,1413.1294972232,240.058999339989,390.172373968697,448.10325198848,743.606072627418,1526.72031352232,1639.46713948091,2281.43726804431,1490.25902266568,1099.72431061451,759.317628445348,348.836026435823,3352.04373806413,2322.45377359231,720.675822325816,1426.76673987878,951.803745167799,1248.48010452242,1283.14758877435,300.523023045332,1115.64262641152,676.530213308082,1094.44880601178,202.757999651017,1442.70022890124,2099.13905650977,887.188983365083,2435.33669193098,371.577502532121,1750.13753219354,694.114964827691,0,509.556414790312,507.709822608555,2052.87741850191,2085.45985853872,1031.11019878238,1319.47062117914,964.373355510573,2022.60829959786,595.189163955182
"(48.7267113517275, 19.507657147433708)",843.975920859044,1586.48768265365,422.405574285589,795.77737203601,1096.15609073972,521.719044013511,797.444045480318,514.896404544639,325.370746396042,1045.09029253198,1178.75762594126,1801.99060013186,1353.53029315769,713.399583580533,979.858791272561,170.129071777022,2883.52884432071,1982.52224369949,876.555173760653,967.677615934848,780.122938412275,788.636553547444,991.399716170946,809.7889884413,1528.90630566085,685.605420654492,1114.0737561306,660.1759121462,1067.09284125367,1592.05320484342,380.860172700819,2406.98870049156,520.192486615931,1457.23249247445,810.280112773474,509.556414790312,0,449.864486561174,2049.00842207998,1578.34504428256,879.636956240577,1644.87833006226,859.169735239152,1653.73224315278,1103.64264694021
"(46.12542205901039, 14.938152320795732)",689.345559570069,1168.00694420602,178.046340850074,1243.60187463226,916.223678477687,312.93288916657,897.552857653464,117.411850412154,406.898459801383,1160.34097214115,1573.35259654888,2159.92715063972,1000.09014254856,653.641189191891,552.746942344393,358.6472649621,2927.54424475307,1822.76620610372,436.032334557492,1369.87972490758,445.131294634895,1196.65195998868,782.261545615217,739.391321126674,1180.9947407537,1036.67365039876,678.022213642068,506.991600447461,969.593516350532,1794.97494768521,741.600369488612,2003.37973272289,775.210873749099,1907.0454787677,364.619075896037,507.709822608555,449.864486561174,0,1633.11894020593,1860.30211635765,528.943044943679,1825.3528033045,1266.7221997353,1534.751726565,1010.25491894302
"(40.348656106226734, -3.6170206023873743)",1993.19781639244,465.113070982305,1627.50516154931,2781.87902331938,1310.35948215876,1813.25894225771,2406.7973150334,1632.24173860947,1815.23512461037,2006.65322255761,2903.89851615056,3303.05384639629,775.94121817912,1609.54948031638,1342.39046815467,1990.82780600448,2917.54235551757,1464.70018955075,1339.40030743178,2749.16355487088,1285.01995705272,2615.60491461361,1288.06689808591,2127.52478367772,1665.27426521695,2667.37248988086,963.294831761271,1923.36394575003,1500.16136113922,2577.71797650168,2185.70382473402,387.25834196977,2389.9759017816,3448.1541114611,1358.80389546225,2052.87741850191,2049.00842207998,1633.11894020593,0,2837.23837024611,1185.812884101,3298.04087631628,2897.28370715096,1509.27653044499,2254.70634261038
"(62.811484968080336, 16.59626584684802)",2421.81264261363,2492.14019716489,1699.13356912777,1230.28737404539,1535.0725257356,2074.95510718273,2301.49528447337,1973.05245117002,1453.55471327438,841.843160861135,683.868077161995,511.631491102802,2086.24887329715,1354.24644003638,2383.97829886196,1746.45730863676,1728.3375609668,1789.32662978299,2251.15666187942,811.760487165609,1800.79426239784,935.595329168783,1589.97340980703,2383.36377992913,3041.29669834956,1887.73938427874,2239.46299902556,2234.99192356131,1341.50397238939,352.640463997571,1198.37652270388,3058.78989859326,1959.86937562471,1422.6568850529,2171.91364113357,2085.45985853872,1578.34504428256,1860.30211635765,2837.23837024611,0,1860.98712476535,2919.89881819377,1764.9984538314,1498.60547386727,2673.48952938119
"(46.79173768366762, 8.118300613385486)",1141.89745212856,736.177738048892,460.450590250169,1596.61279718966,501.925550049045,811.158681725186,1420.90988297852,587.491910898905,629.573140015285,1038.71775388139,1769.81562928358,2258.71770910796,478.580813852771,508.284572993131,671.175128118536,855.34708734308,2597.84961966062,1352.92541267942,550.28972782104,1595.52410677183,100.182895773314,1448.3539925206,367.241871253462,1226.63050306199,1357.65598634299,1539.73863893042,378.842012922689,988.126848741281,640.753120376002,1697.06402828953,1004.68414971075,1531.69226479412,1297.33908937545,2264.36791353131,492.563863354012,1031.11019878238,879.636956240577,528.943044943679,1185.812884101,1860.98712476535,0,2350.56942556742,1738.4451253802,1110.02491040695,1464.9158448395
"(39.06837194061471, 35.116900150938406)",1304.8438777382,2862.12749792439,1943.45333603934,1694.37270964647,2708.1454696452,1545.73681343047,929.856369850987,1765.42565170247,1963.94956667405,2650.29049791534,2276.11682286767,2889.46703453794,2804.95539059076,2351.53869616497,1955.74524618088,1563.7432495012,4472.99570403424,3613.28981339543,1971.91368958679,2111.24674442259,2270.40432973193,1988.06460425788,2585.52906115823,1173.19387251317,1879.25053093041,1054.79301933258,2374.52957103515,1393.43200011299,2705.935775111,3068.51527122497,1897.71167580358,3685.29881957098,1124.7771155878,1865.02549468149,1970.38887807628,1319.47062117914,1644.87833006226,1825.3528033045,3298.04087631628,2919.89881819377,2350.56942556742,0,1162.10658802439,3293.92129058193,1072.05983336588
"(49.14882260840351, 31.229122070266495)",1249.4144908092,2432.52350199775,1279.17662111884,534.903976469229,1911.37508152584,1163.24970196062,850.386042561337,1286.75932238523,1152.17722535266,1629.05052016618,1114.03127646866,1735.77907037267,2212.58433363382,1507.87233204695,1702.78496163157,908.079438469734,3381.66145644276,2745.40473245052,1635.82018415027,953.452279648372,1639.14643646456,846.561673943677,1824.24095871192,1120.78881187024,2048.39437795781,301.161044518368,1944.45890615215,1162.4214284023,1839.19998815285,1941.8048052636,905.227972704574,3261.47914841767,598.167866340134,853.552738096737,1587.39600201054,964.373355510573,859.169735239152,1266.7221997353,2897.28370715096,1764.9984538314,1738.4451253802,1162.10658802439,0,2398.83434246663,1309.24247272055
"(53.91477348053706, -2.8531353951805545)",2215.57079687669,1327.39360336793,1379.76664098543,2020.39171598222,623.29873994949,1847.55188403538,2398.12813014596,1632.13309456564,1330.78253951299,847.821633673482,1836.65993937714,2007.74257848928,946.166329390079,942.448601204163,1775.61216389956,1732.41099620885,1526.09730011712,351.379315121593,1659.55515531813,1772.33765190738,1141.48816712579,1723.79916704979,762.308075345759,2274.12673273571,2444.53423408934,2315.53690624061,1378.75336338829,2040.49948245434,587.985525396849,1174.67765609913,1493.63487313503,1635.38330457705,2171.0087753494,2571.3525629561,1602.30982955123,2022.60829959786,1653.73224315278,1534.751726565,1509.27653044499,1498.60547386727,1110.02491040695,3293.92129058193,2398.83434246663,0,2539.97380308268
"(39.066715899713955, 22.719813447095053)",324.881849124436,1840.82213221479,1178.64648582962,1654.33300338915,1917.465470025,699.394507221902,459.3832777878,908.05985114427,1325.78334593919,2114.59385201457,2188.38380254792,2839.38218759641,1861.13016311096,1655.1822475038,929.168455849588,943.82159830081,3926.28598881742,2812.50809052836,979.774870612555,1978.60331810661,1410.01693877065,1805.05334619489,1779.79052603753,295.018995183915,840.691237691229,1014.96641791802,1382.73721416866,504.390701214376,1979.83894905023,2694.32550196619,1477.61232252136,2640.47092045412,776.054367795962,2159.64977808098,1002.81829730863,595.189163955182,1103.64264694021,1010.25491894302,2254.70634261038,2673.48952938119,1464.9158448395,1072.05983336588,1309.24247272055,2539.97380308268,0
