lat_lon,AL,AZ,AR,CA,CO,CT,DE,DC,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WV,WI,WY
"(38.3208, -92.38554)",793.421901895345,1784.55312542355,379.663571532545,2392.35865676499,1147.10809956379,1714.96693736438,1469.03248413518,1338.71829421204,1407.77828581768,1025.44925849335,1974.42749254431,336.576920428279,556.900840208179,427.473443638521,523.855558668422,629.856286182325,802.91615949992,2067.36522324727,1358.06295693815,1798.13384329654,886.047381424313,901.685551223977,665.188012319964,0,1708.0522203856,727.389270206842,2103.97712079432,1843.26977386709,1540.63379255834,1303.71547665505,1513.66390601585,1197.90809657687,1208.37822724181,855.560782044454,547.997317692353,2432.922733716,1282.8690377685,1812.59597460083,1141.61408253293,943.548162735398,603.353807469865,989.150469192099,1675.93690338572,1768.07104075755,1194.23079649599,1027.06447395976,728.918710228355,1381.22053998439
"(47.0335, -109.64507)",2494.87909566038,1424.91603417844,1970.02102371755,1361.60550576978,952.712387220068,2976.53548776713,2896.36048957274,2787.04437179718,3110.77274322623,2731.1128390483,488.53383398774,1817.48143367297,2040.04990554056,1392.79741879595,1321.09467917056,2256.30613577773,2325.03361426509,3089.60139983582,2796.90075302123,3017.31546932423,1901.32313762637,1174.00645359477,2318.44967014537,1708.0522203856,0,994.0464047172,1024.76838704883,2975.97553884912,2897.02959626674,1431.6721606249,2707.33450538092,2814.02605688788,695.846339905928,2278.53596884937,1623.86745898909,918.591258556323,2626.19523234543,3062.97443318751,2814.22960425325,786.940881813037,2296.47718563476,1936.19954724883,872.239041435646,2879.18607478974,2730.66993131916,2531.75716342151,1544.20609559066,477.65458737467
"(41.52709, -99.81058)",1503.46463459045,1313.70038333076,977.939872568604,1766.16458716951,562.859746433731,2249.50187550159,2079.55089728779,1956.22436738289,2118.84025567368,1752.04218090661,1250.65835836531,909.588208779675,1156.43020457114,527.851209912386,359.195733806228,1323.08760790074,1351.35930329745,2496.30949324343,1971.25079991575,2314.35927872837,1212.56164921082,690.692338562478,1325.05992877409,727.389270206842,994.0464047172,0,1446.89950560478,2317.87053999088,2117.28441678375,962.819991027212,2004.60543182909,1895.58346842368,659.825658778083,1438.19413108911,689.556612092023,1714.90765210786,1842.7355721292,2344.89180956029,1862.31815652422,324.981699702243,1328.69453877473,1114.06945816647,1035.46914542205,2228.48613144084,1853.1438003572,1664.62926376189,868.816345590813,659.024750453917
"(39.35648, -116.65539)",2769.81636936386,716.648977955851,2200.81828326072,348.710865797308,960.016063676481,3692.49290658074,3524.60767466296,3399.87396882406,3345.01686419443,3066.28715770871,582.965299082715,2346.48345592005,2596.18937920757,1973.44455687232,1585.1277824018,2732.03691179642,2412.45483726461,3905.47473929302,3415.61164915242,3753.63637963903,2634.16066784306,1974.68460004439,2528.93686269137,2103.97712079432,1024.76838704883,1446.89950560478,0,3746.54366546108,3564.16529571977,1086.96828670647,3441.70166690865,3301.88237297095,1584.64407535182,2883.43939135657,1741.10064894557,603.225301464282,3289.49324248917,3786.9737718952,3231.77148339143,1471.83693677512,2692.19336650014,1792.18848914983,429.043548793331,3654.20723383857,3284.73142523327,3102.28990682823,2272.86921035927,863.746352932359
"(43.68556, -71.57754)",1795.70065954149,3587.46581858772,2038.81364594774,4077.65753036875,2869.71852787488,247.826062415292,615.793443424706,698.775617148762,1930.36046933275,1603.4882891154,3413.73149240476,1513.72668924933,1289.52175631392,1794.6908784401,2313.86643194162,1344.5440656289,2277.12319529679,265.099450757601,674.597370824755,159.774900698478,1112.38548921254,1809.84152473486,1987.97406671394,1843.26977386709,2975.97553884912,2317.87053999088,3746.54366546108,0,464.192675803964,3134.44275350229,329.710951521488,1123.98043959156,2280.13427142578,1001.66288740198,2388.42303486248,3881.16539756717,600.536534692219,223.304357669737,1349.72333998908,2285.54980939659,1532.21874088335,2782.73099680021,3349.72407436166,97.3622959798532,919.077545022563,941.834001040428,1475.12773842734,2894.940014097
"(40.20049, -74.66876)",1362.41803460953,3322.27828878,1673.23593947441,3880.09400399306,2642.19487063513,227.367708959391,151.874696821271,247.37145879143,1466.20027957369,1148.39686842765,3297.26843377107,1237.04156945816,990.184341232796,1591.4134326337,2046.82736154878,967.760872947857,1863.9321216992,727.040989430111,222.459107691869,330.851038158804,999.492525558099,1727.71952557484,1574.51223068311,1540.63379255834,2897.02959626674,2117.28441678375,3564.16529571977,464.192675803964,0,2843.97777625367,313.196499431556,662.258312564429,2213.37478677402,690.843730696817,2066.91675647727,3770.94521719125,275.538216312508,309.088184198349,888.500413237967,2149.65907291493,1132.23281898742,2420.10444154993,3149.65514984894,461.183983504472,468.108737768187,540.217990624153,1352.91045982627,2741.24646989325
"(34.42137, -106.10837)",1795.83185353496,511.282748159302,1253.11529839717,1258.10470294969,510.400268262915,3017.38531882147,2767.52210238871,2636.54811019072,2323.52068569338,2109.45956918421,1327.60904686658,1622.48173084193,1859.02097423162,1390.22131748368,826.126503036457,1904.86825269228,1368.81397327965,3344.91020528077,2656.85282720273,3098.43427496416,2085.25731736151,1653.47403909309,1535.85012656054,1303.71547665505,1431.6721606249,962.819991027212,1086.96828670647,3134.44275350229,2843.97777625367,0,2806.54978117446,2436.33602526188,1521.3570320473,2158.72743167224,795.314326764059,1630.76854223163,2586.11954569382,3115.06553716953,2318.69690502539,1220.79513364438,1805.21640215058,709.388670044386,736.296638660806,3054.25294692709,2475.55236343984,2322.74776172556,1783.60175687348,960.467487976238
"(42.94796, -75.51491)",1500.79657471834,3263.17223223516,1713.35854470332,3768.89505474925,2551.55927559656,273.105112879166,438.92488913309,465.926359362238,1703.68317266158,1338.01449159542,3130.91898433511,1184.88538351019,959.866074882985,1478.44444859935,1987.70127057515,1025.69985272563,1966.06127710721,570.518639332452,446.384118166632,313.188594679544,814.903012648827,1533.81312627534,1678.46783161445,1513.66390601585,2707.33450538092,2004.60543182909,3441.70166690865,329.710951521488,313.196499431556,2806.54978117446,0,886.844374777452,2013.94275634812,673.987689922917,2058.71531606737,3601.78013004155,298.305705998478,355.653332735592,1104.70354774517,1991.7947511195,1219.79150159841,2455.54669554721,3039.17475000725,262.414672691178,665.68104730323,642.982248912748,1180.12148398688,2597.34751642803
"(35.54369, -79.37865)",751.155444589654,2940.3213679031,1190.31951891647,3586.81197304687,2344.17751654933,888.925822045607,514.4343789999,428.367791216011,816.927850987118,493.835320015558,3142.2025679135,998.948679458569,776.954545897485,1422.07651385871,1718.98362586691,573.175714650828,1276.09799240297,1388.32131382404,451.47625773222,992.198197644048,1105.3433441491,1730.12432083315,997.367040815073,1197.90809657687,2814.02605688788,1895.58346842368,3301.88237297095,1123.98043959156,662.258312564429,2436.33602526188,886.844374777452,0,2190.01608786555,606.217653390252,1641.25710971457,3609.86306609331,607.554345600832,962.296990974066,226.27390226347,2027.81363029576,631.122695248175,1906.13764504288,2873.72283536482,1107.23776546362,224.359745350638,361.005831496859,1354.76350229837,2553.87367515751
"(47.44626, -100.46935)",1993.42840485481,1735.01561464047,1545.72652775078,1933.26043512867,1024.6355173578,2284.28024364632,2221.97155922278,2118.40954150204,2599.01156638024,2182.88962371474,1150.16861518255,1221.04622309152,1414.67070124914,812.242059679066,1009.93758782818,1659.42350385634,1953.75308247442,2396.48375951952,2126.41126214288,2322.90331775407,1214.19678486677,485.740185455891,1869.5414570012,1208.37822724181,695.846339905928,659.825658778083,1584.64407535182,2280.13427142578,2213.37478677402,1521.3570320473,2013.94275634812,2190.01608786555,0,1622.94289527813,1340.24714792166,1607.26188158534,1946.01238191303,2369.55530509795,2221.49866970515,335.087196970717,1739.73337145486,1773.61250993023,1277.8607095003,2183.33979381974,2082.64191718634,1882.3258830445,866.757350278067,743.491329967867
"(40.2912, -82.79002)",906.853185840124,2632.53089445868,1040.23587803117,3194.53400136591,1953.2869934578,859.54327207335,641.368220563694,519.11435374861,1288.97892399069,849.802174003937,2648.14145774703,546.26822715104,300.213592880232,919.490173470756,1356.18261834602,375.759431336,1318.12555202428,1242.23887667596,533.313270018654,944.448163951668,500.512862487667,1147.76288605232,1038.04792769682,855.560782044454,2278.53596884937,1438.19413108911,2883.43939135657,1001.66288740198,690.843730696817,2158.72743167224,673.987689922917,606.217653390252,1622.94289527813,0,1393.15995929191,3121.62115956272,427.394325023998,957.129871358036,725.023154328542,1505.21659613797,583.828832916256,1781.56650646907,2465.14935865647,935.373059548707,461.331424208878,261.852678267452,764.861559928658,2076.94493260537
"(35.58345, -97.50819)",1031.45426777313,1300.03193618222,467.51175830977,1986.16655036503,806.93343780473,2251.28786800208,1982.28427072585,1851.15688447135,1606.72507164555,1335.937259313,1755.57812951004,884.059763906931,1099.08829462913,800.001283586903,331.187092623245,1114.01768570195,712.952182019137,2614.97918275045,1872.27453231488,2337.59524981143,1415.08433579366,1221.13137046437,788.054383714422,547.997317692353,1623.86745898909,689.556612092023,1741.10064894557,2388.42303486248,2066.91675647727,795.314326764059,2058.71531606737,1641.25710971457,1340.24714792166,1393.15995929191,0,2171.75661882203,1818.09488583141,2348.57059995616,1529.73639202344,1009.89937522553,1010.16028886646,485.02075405566,1318.99300532042,2314.68979469709,1683.23186149627,1537.0623787678,1190.05930296527,1193.59915548737
"(43.93589, -120.55232)",3168.57114976496,1316.13177818618,2604.34688789636,747.227907356461,1365.51231999038,3867.12162163951,3755.67338529946,3639.21057601171,3769.16937941333,3444.14432231236,473.939579443768,2616.80395719101,2857.28526692021,2205.41098330144,1948.54441811189,3037.85727392766,2875.56080646524,4003.70555108661,3651.54482369352,3914.01548478599,2788.43589567364,2071.53716537591,2948.92089911751,2432.922733716,918.591258556323,1714.90765210786,603.225301464282,3881.16539756717,3770.94521719125,1630.76854223163,3601.78013004155,3609.86306609331,1607.26188158534,3121.62115956272,2171.75661882203,0,3496.52282428543,3956.41367284302,3573.98494910576,1621.60830126571,3036.13064748347,2311.95507385954,898.741724669397,3784.99838446463,3556.90505711725,3363.06599631343,2424.68747243029,1056.04867647604
"(40.87368, -77.7993)",1203.82294887749,3058.55191858272,1445.86481954582,3606.61811488412,2370.91642784237,433.196409054328,286.179845234628,228.196343824734,1419.80220489537,1041.98122707861,3022.74115986874,970.180256259439,727.315161024354,1316.3595700112,1781.24697829192,745.798500505078,1676.99455007876,857.662420722387,220.700013217849,522.225211905327,735.475200122639,1460.35525285395,1388.14478227484,1282.8690377685,2626.19523234543,1842.7355721292,3289.49324248917,600.536534692219,275.538216312508,2586.11954569382,298.305705998478,607.554345600832,1946.01238191303,427.394325023998,1818.09488583141,3496.52282428543,0,530.51214538906,817.296726775147,1875.01226494358,931.70807496016,2192.4830241424,2875.96531343283,551.965375706978,383.196316172992,345.694277135965,1082.23207456044,2465.72646304143
"(41.67544, -71.55579)",1671.5033764061,3583.5151277431,1969.34784138354,4110.95942091103,2884.82506810662,97.6833739310804,448.479610114595,556.402534899389,1750.59112560488,1452.93146130421,3485.0940447079,1495.31571218249,1256.13972576903,1817.18068527053,2305.64956329139,1264.58775620505,2171.74954076897,452.491689122623,531.502010411665,68.1479243305308,1168.3274390417,1889.36810893954,1882.14678731376,1812.59597460083,3062.97443318751,2344.89180956029,3786.9737718952,223.304357669737,309.088184198349,3115.06553716953,355.653332735592,962.296990974066,2369.55530509795,957.129871358036,2348.57059995616,3956.41367284302,530.51214538906,0,1188.07025765613,2343.87541564821,1436.47584238967,2716.74111258924,3380.35907272846,281.496951593138,776.431476293465,841.407662885176,1533.13561378366,2947.33229655952
"(33.93574, -80.89899)",565.944394429335,2827.78977688462,1065.66710906958,3502.90943139959,2271.81687274369,1115.19835929413,740.580053134092,652.478054757372,603.170727723844,276.889472382239,3112.84751150666,1003.32963162926,817.407914118676,1425.89780062166,1647.96281554879,562.518853152142,1091.74394172317,1614.25721091985,676.060044775436,1218.46104316717,1220.09260856689,1782.55130196254,826.291008261505,1141.61408253293,2814.22960425325,1862.31815652422,3231.77148339143,1349.72333998908,888.500413237967,2318.69690502539,1104.70354774517,226.27390226347,2221.49866970515,725.023154328542,1529.73639202344,3573.98494910576,817.296726775147,1188.07025765613,0,2028.4347493961,540.674022228278,1749.2951573191,2802.74601259463,1331.06071419697,439.158515597378,522.920947740204,1422.57518043498,2520.25899094996
"(44.43614, -100.23048)",1736.95898808768,1493.35392372647,1250.82947557984,1812.77574327677,748.320103983742,2252.51612376523,2135.06452702455,2020.34517895887,2350.9824986534,1955.47563441397,1147.75322836172,1030.56190251087,1255.85096967599,605.978275792329,678.765812428792,1469.53742375997,1646.18070222079,2435.26079855645,2031.95342204307,2304.97773460315,1177.14946983601,508.037493484675,1587.43506643217,943.548162735398,786.940881813037,324.981699702243,1471.83693677512,2285.54980939659,2149.65907291493,1220.79513364438,1991.7947511195,2027.81363029576,335.087196970717,1505.21659613797,1009.89937522553,1621.60830126571,1875.01226494358,2343.87541564821,2028.4347493961,0,1516.54205202105,1438.52776408648,1105.4375256508,2191.49042692837,1950.82072838582,1753.38048322577,811.98150036811,610.928737097284
"(35.84299, -86.34332)",341.182338117303,2309.56485271289,563.652063669051,2967.28793789527,1732.18180372323,1344.39597248307,1020.33719703183,893.030672108924,872.994426245615,443.156388164026,2577.55070552306,531.495610929088,451.233239199901,928.47550756917,1107.64570160679,209.197012523111,746.273778958716,1787.99414024503,916.779205807517,1442.46404119503,947.418297608636,1340.11829032018,459.395073990905,603.353807469865,2296.47718563476,1328.69453877473,2692.19336650014,1532.21874088335,1132.23281898742,1805.21640215058,1219.79150159841,631.122695248175,1739.73337145486,583.828832916256,1010.16028886646,3036.13064748347,931.70807496016,1436.47584238967,540.674022228278,1516.54205202105,0,1298.56656095802,2263.15290296319,1480.5021755936,696.579179531368,595.620493029851,1024.88286381667,1984.40228302226
"(31.49422, -99.35939)",1190.42111497613,1191.56615451519,747.398629701852,1964.03536300039,1004.57481877175,2621.4320474283,2316.51464220752,2187.4904752533,1652.45855165732,1506.33405558376,1957.44326182782,1320.44189300748,1505.04012852417,1284.5307675477,780.651181970563,1452.74307184593,699.251449773478,3022.40743187124,2210.59219006019,2714.33866857384,1874.37253694669,1701.27299117706,925.00365692157,989.150469192099,1936.19954724883,1114.06945816647,1792.18848914983,2782.73099680021,2420.10444154993,709.388670044386,2455.54669554721,1906.13764504288,1773.61250993023,1781.56650646907,485.02075405566,2311.95507385954,2192.4830241424,2716.74111258924,1749.2951573191,1438.52776408648,1298.56656095802,0,1414.24634814072,2716.56232164537,1995.1352307126,1879.99482768632,1670.99320759221,1467.50326037091
"(39.32379, -111.67822)",2344.50919981766,558.264023994399,1775.13315738955,730.854781078684,530.972910101014,3284.95281302782,3105.45283940416,2979.6116978798,2925.38941201705,2638.90448501549,614.538234449629,1924.80164377875,2174.9391932681,1563.26270833294,1156.21510266302,2304.66871289996,2002.91948559841,3519.26819381971,2995.89652323699,3349.52130625015,2239.38135357711,1613.45369708554,2106.91591791025,1675.93690338572,872.239041435646,1035.46914542205,429.043548793331,3349.72407436166,3149.65514984894,736.296638660806,3039.17475000725,2873.72283536482,1277.8607095003,2465.14935865647,1318.99300532042,898.741724669397,2875.96531343283,3380.35907272846,2802.74601259463,1105.4375256508,2263.15290296319,1414.24634814072,0,3259.03485873728,2859.8834798757,2679.39924472993,1883.47258262959,535.215312131805
"(44.07511, -72.66273)",1755.0915734558,3503.31098517403,1975.29550909639,3986.27950048281,2782.07846697809,272.569342357786,611.911486250662,678.901330967711,1920.52354228312,1577.03694882798,3317.94518378189,1436.19796162061,1217.35358177368,1706.85636243717,2231.8572544188,1287.79375163014,2226.69265850355,308.171109012856,655.813697347925,213.349257953819,1020.32897912722,1713.90258526484,1938.5365557182,1768.07104075755,2879.18607478974,2228.48613144084,3654.20723383857,97.3622959798532,461.183983504472,3054.25294692709,262.414672691178,1107.23776546362,2183.33979381974,935.373059548707,2314.68979469709,3784.99838446463,551.965375706978,281.496951593138,1331.06071419697,2191.49042692837,1480.5021755936,2716.56232164537,3259.03485873728,0,894.587355180085,897.357932015232,1381.92042395844,2801.30335648422
"(37.51637, -78.82957)",896.920887108653,2970.43574608584,1256.58109555566,3582.75325675731,2335.89011034871,694.522404741973,334.012365137423,221.736000304886,1038.84033074622,684.413757913335,3085.09149220406,943.567900308764,699.633309736658,1352.33585180703,1717.29626935703,571.031840950848,1406.75587511783,1184.17287969052,246.520257878168,797.748454225412,940.083068217982,1609.02372800764,1119.07783782045,1194.23079649599,2730.66993131916,1853.1438003572,3284.73142523327,919.077545022563,468.108737768187,2475.55236343984,665.68104730323,224.359745350638,2082.64191718634,461.331424208878,1683.23186149627,3556.90505711725,383.196316172992,776.431476293465,439.158515597378,1950.82072838582,696.579179531368,1995.1352307126,2859.8834798757,894.587355180085,0,200.319432887105,1226.15896108862,2504.7554813415
"(38.64259, -80.61372)",858.141469671439,2810.74826832034,1133.42258329557,3405.18127356856,2158.96160762965,748.822602181138,445.262841213269,314.133822219179,1119.49786187728,712.46556758115,2890.59568359354,756.276076946299,508.244493593539,1157.67014411274,1546.12748016717,428.526789002126,1336.64433606969,1201.86303985691,335.287027488216,846.949377133949,750.411533050506,1409.03920882633,1047.07100750355,1027.06447395976,2531.75716342151,1664.62926376189,3102.28990682823,941.834001040428,540.217990624153,2322.74776172556,642.982248912748,361.005831496859,1882.3258830445,261.852678267452,1537.0623787678,3363.06599631343,345.694277135965,841.407662885176,522.920947740204,1753.38048322577,595.620493029851,1879.99482768632,2679.39924472993,897.357932015232,200.319432887105,0,1026.57741215336,2312.87154210699
"(44.63725, -90.01144)",1343.33812331901,2178.44315087472,1100.84098481008,2607.19505399928,1431.5847850803,1442.8174780109,1355.65463251586,1251.76881243868,1892.11629528721,1446.7657176321,1952.49428478233,512.276083500223,608.887545965983,401.225051927141,975.874553398542,883.318922009274,1514.08647301573,1635.82198504059,1259.65528091278,1493.25452134677,365.247696903547,384.375159056733,1319.72675325081,728.918710228355,1544.20609559066,868.816345590813,2272.86921035927,1475.12773842734,1352.91045982627,1783.60175687348,1180.12148398688,1354.76350229837,866.757350278067,764.861559928658,1190.05930296527,2424.68747243029,1082.23207456044,1533.13561378366,1422.57518043498,811.98150036811,1024.88286381667,1670.99320759221,1883.47258262959,1381.92042395844,1226.15896108862,1026.57741215336,0,1419.97129170703
"(42.99963, -107.55144)",2137.16702633068,1030.32845955541,1585.04253230374,1208.32972257813,475.198108743675,2854.67904739173,2715.72633495401,2595.97652046644,2747.47695806363,2400.52172299852,593.225938347394,1562.56147167737,1805.44273775737,1157.52765458136,921.884772187673,1981.81356991767,1905.54450545197,3046.13036374929,2609.51695393395,2910.41034808289,1784.25882554446,1111.00579131572,1934.8730214761,1381.22053998439,477.65458737467,659.024750453917,863.746352932359,2894.940014097,2741.24646989325,960.467487976238,2597.34751642803,2553.87367515751,743.491329967867,2076.94493260537,1193.59915548737,1056.04867647604,2465.72646304143,2947.33229655952,2520.25899094996,610.928737097284,1984.40228302226,1467.50326037091,535.215312131805,2801.30335648422,2504.7554813415,2312.87154210699,1419.97129170703,0
