AL,AZ,AR,CA,CO,CT,DE,DC,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WV,WI,WY
0,0.995592425219217,3.36012443511486,6.59579981707731,1.24449053152402,0,0,3.48457348826726,15.8050297503551,8.96033182697296,0,5.7246564450105,1.12004147837162,1.12004147837162,1.49338863782883,4.97796212609609,3.85792064772447,0.497796212609609,1.12004147837162,1.12004147837162,2.98677727565765,1.86673579728603,3.48457348826726,3.73347159457206,1.49338863782883,1.24449053152402,0.373347159457206,0.248898106304804,0.995592425219217,0.373347159457206,5.6002073918581,4.10681875402927,0,4.48016591348648,1.86673579728603,1.86673579728603,1.99118485043843,0.124449053152402,1.86673579728603,0.124449053152402,10.7026185711066,25.5120558962424,1.36893958467642,0.124449053152402,1.99118485043843,0.373347159457206,3.11122632881005,0.497796212609609
2.48898106304804,0,0.746694318914411,32.8545500322341,4.85351307294367,1.24449053152402,0.248898106304804,9.83147519903974,15.3072335377454,2.11563390359083,0.746694318914411,16.8006221755742,1.49338863782882,1.12004147837162,5.84910549816289,3.11122632881005,1.36893958467642,0.995592425219214,1.36893958467642,2.48898106304804,5.84910549816289,2.98677727565764,1.49338863782882,1.36893958467642,0.622245265762009,1.99118485043843,4.48016591348647,0.124449053152402,2.86232822250524,1.99118485043843,20.0362975575367,2.61343011620044,0,5.47575833870568,2.24008295674323,5.35130928555328,2.86232822250524,0.373347159457205,0.373347159457205,0.497796212609607,4.23126780718166,23.1475238863467,3.11122632881005,0.124449053152402,2.11563390359083,0.373347159457205,3.85792064772446,1.24449053152402
1.74228674413363,0.995592425219216,0,3.48457348826726,1.24449053152402,0.248898106304804,0.248898106304804,2.73787916935284,5.10241117924848,1.74228674413363,0,4.60461496663887,0.248898106304804,0.995592425219216,2.48898106304804,1.99118485043843,1.36893958467642,0.62224526576201,0.373347159457206,0.373347159457206,1.86673579728603,1.24449053152402,0.871143372066814,2.61343011620044,0.373347159457206,0.995592425219216,1.36893958467642,0,0.62224526576201,0,3.98236970087686,0.871143372066814,0.124449053152402,1.36893958467642,3.36012443511485,0.746694318914412,1.74228674413363,0.373347159457206,0.373347159457206,0,8.33808656121093,17.9206636539459,0.497796212609608,0,0.497796212609608,0,0.995592425219216,0.248898106304804
18.2940108134031,38.2058593177874,4.72906401979128,0,29.7433237034241,12.071558155783,2.98677727565765,43.5571686033407,80.8918845490614,23.8942182052612,2.98677727565765,44.55276102856,10.827067624259,14.1871920593738,20.7829918764512,14.8094373251359,10.5781695179542,3.98236970087687,6.0980036044677,16.8006221755743,21.7785843016704,12.4449053152402,4.72906401979128,7.46694318914413,3.98236970087687,5.8491054981629,30.7389161286433,5.6002073918581,9.58257709273496,3.23567538196245,121.835623036202,12.693803421545,1.24449053152402,31.1122632881005,8.33808656121094,29.2455274908145,31.2367123412529,3.36012443511486,3.85792064772446,3.23567538196245,15.3072335377455,130.173709597413,13.1915996341546,2.98677727565765,19.1651541854699,3.73347159457206,13.8138448999166,3.48457348826726
2.48898106304804,5.10241117924849,0.497796212609609,13.316048687307,0,0.497796212609609,0.373347159457207,6.34690171077251,15.0583354314407,3.48457348826726,0.622245265762011,22.5252786205848,1.99118485043844,4.10681875402927,8.08918845490614,3.23567538196246,2.36453200989564,0.373347159457207,1.24449053152402,1.99118485043844,4.23126780718168,3.98236970087687,1.74228674413363,2.36453200989564,0.497796212609609,3.11122632881005,1.49338863782883,0.248898106304804,1.24449053152402,1.49338863782883,14.8094373251359,3.36012443511486,0.248898106304804,4.10681875402927,1.99118485043844,3.48457348826726,4.60461496663888,0.124449053152402,0.995592425219217,1.24449053152402,1.61783769098123,33.8501424574534,3.11122632881005,0.871143372066815,1.74228674413363,0.248898106304804,2.61343011620045,1.99118485043844
1.24449053152402,1.74228674413363,0.124449053152402,5.47575833870569,1.99118485043843,0,0.248898106304804,6.72024887022971,11.449312890021,1.24449053152402,0.124449053152402,4.72906401979128,2.48898106304804,2.61343011620044,1.86673579728603,2.24008295674324,0.62224526576201,0.497796212609608,1.36893958467642,4.35571686033407,1.99118485043843,1.49338863782883,0.497796212609608,0.373347159457206,0.124449053152402,0.373347159457206,0.497796212609608,0.497796212609608,1.86673579728603,0.124449053152402,21.5296861953656,2.24008295674324,0.124449053152402,7.09359602968692,0.497796212609608,1.74228674413363,2.73787916935285,0.746694318914413,0.62224526576201,0.497796212609608,2.61343011620044,16.3028259629647,0.373347159457206,0.62224526576201,2.36453200989564,0.746694318914413,1.12004147837162,0.62224526576201
0.497796212609608,0.248898106304804,0,0.62224526576201,0.373347159457206,0.995592425219216,0,1.24449053152402,2.61343011620044,0.995592425219216,0,1.24449053152402,0.124449053152402,0.497796212609608,0.746694318914412,0.373347159457206,0.248898106304804,0,2.73787916935284,0.373347159457206,0.124449053152402,0.373347159457206,0,0,0,0,0.248898106304804,0,6.59579981707731,0,4.23126780718167,0.62224526576201,0,0.995592425219216,0.124449053152402,0.746694318914412,3.98236970087687,0.62224526576201,0.373347159457206,0,0.62224526576201,2.98677727565765,0.497796212609608,0.124449053152402,0.871143372066814,0,0.124449053152402,0.124449053152402
3.11122632881005,2.11563390359084,0.497796212609608,7.96473940175373,1.36893958467642,0.62224526576201,1.12004147837162,0,11.6982109963258,3.36012443511486,0.62224526576201,7.34249413599172,1.61783769098123,1.86673579728603,2.73787916935285,1.49338863782883,1.74228674413363,0.871143372066815,8.83588277382055,3.60902254141966,3.11122632881005,1.61783769098123,1.61783769098123,0.746694318914413,0.373347159457206,1.74228674413363,0.995592425219217,0.497796212609608,1.99118485043843,0.373347159457206,25.0142596836328,3.48457348826726,0.373347159457206,4.48016591348648,0.871143372066815,4.48016591348648,4.85351307294368,0.995592425219217,1.24449053152402,0.248898106304804,2.11563390359084,14.4360901656786,0.62224526576201,0.995592425219217,6.34690171077251,0.497796212609608,2.86232822250525,0.373347159457206
13.316048687307,11.3248638368686,2.48898106304804,63.9668133203347,11.8226600494782,1.74228674413363,2.36453200989564,30.6144670754909,0,22.7741767268896,0.871143372066816,27.3787916935285,7.84029034860134,9.45812803958257,12.4449053152402,8.83588277382056,10.4537204648018,2.73787916935285,9.33367898643017,15.5561316440503,19.2896032386223,6.34690171077251,4.10681875402927,5.97355455131531,2.48898106304804,3.85792064772447,6.47135076392492,0.497796212609609,10.7026185711066,1.12004147837162,88.8566239508152,23.3964219926516,0.622245265762011,27.7521388529857,5.7246564450105,10.5781695179542,17.7962146007935,0.622245265762011,6.34690171077251,1.12004147837162,19.0407051323175,95.9502199805021,3.36012443511486,1.86673579728603,9.45812803958257,0.746694318914413,11.9471091026306,0.746694318914413
16.8006221755743,4.60461496663888,5.2268602324009,17.9206636539459,6.84469792338213,0.871143372066816,0.871143372066816,9.70702614588738,59.8599945663055,0,1.36893958467643,51.8952551645518,2.73787916935285,3.48457348826726,5.97355455131531,6.47135076392492,8.96033182697297,1.12004147837162,11.0759657305638,4.60461496663888,10.7026185711066,9.33367898643017,5.6002073918581,3.98236970087687,0.124449053152402,2.48898106304805,2.36453200989564,0.622245265762011,2.61343011620045,1.24449053152402,41.9393309123596,15.0583354314407,0.871143372066816,17.2984183881839,3.23567538196246,4.97796212609609,7.59139224229654,0.622245265762011,5.84910549816291,0.622245265762011,19.0407051323176,53.513092855533,2.48898106304805,0.124449053152402,8.96033182697297,0.871143372066816,5.10241117924849,1.24449053152402
0.373347159457207,0.871143372066817,0.248898106304805,4.23126780718168,0.995592425219219,0,0.124449053152402,1.24449053152402,2.36453200989565,0.49779621260961,0,1.12004147837162,0.124449053152402,0.124449053152402,0.373347159457207,0.124449053152402,0.124449053152402,0.124449053152402,0,0.248898106304805,0.373347159457207,0.746694318914414,2.86232822250526,0,0.746694318914414,0.248898106304805,0.871143372066817,0.124449053152402,0.248898106304805,0,2.86232822250526,0.124449053152402,0,0.995592425219219,0,2.36453200989565,0.124449053152402,0,0.248898106304805,0,0.124449053152402,4.72906401979129,2.11563390359084,0.622245265762012,0.248898106304805,0.248898106304805,0.124449053152402,0.373347159457207
6.22245265762011,5.2268602324009,1.86673579728603,24.143116311566,8.83588277382056,1.61783769098123,0.497796212609609,11.449312890021,26.8809954809189,5.6002073918581,0.622245265762011,0,14.4360901656787,8.33808656121095,8.58698466751576,6.09800360446771,3.36012443511486,0.995592425219218,2.98677727565765,5.7246564450105,17.1739693350315,5.97355455131531,4.10681875402927,6.96914697653453,0.248898106304804,3.98236970087687,2.86232822250525,0.497796212609609,5.7246564450105,0.497796212609609,36.9613687862635,4.97796212609609,0.622245265762011,11.3248638368686,2.48898106304805,5.2268602324009,8.46253561436335,0.373347159457207,2.11563390359084,0.995592425219218,7.09359602968693,40.5703913276831,1.36893958467643,0.124449053152402,2.73787916935285,0.746694318914414,20.2851956638416,0.995592425219218
3.48457348826726,2.73787916935285,1.12004147837162,6.72024887022972,2.48898106304804,0.746694318914413,0.248898106304804,5.9735545513153,18.9162560791651,2.73787916935285,0.497796212609609,23.3964219926516,0,3.85792064772447,6.0980036044677,7.59139224229653,0.871143372066815,0.248898106304804,2.48898106304804,2.48898106304804,10.7026185711066,2.61343011620044,1.61783769098123,1.99118485043843,0.497796212609609,1.99118485043843,1.24449053152402,0.497796212609609,1.61783769098123,0.124449053152402,11.2004147837162,2.24008295674324,0,13.8138448999166,1.86673579728603,1.99118485043843,5.6002073918581,0.248898106304804,0.497796212609609,0.373347159457206,6.84469792338212,25.5120558962424,0.995592425219217,0.124449053152402,3.98236970087687,1.24449053152402,5.8491054981629,0
0.871143372066814,1.49338863782882,0.995592425219216,4.48016591348647,2.24008295674324,1.12004147837162,0.124449053152402,3.23567538196245,4.35571686033407,1.36893958467642,0.124449053152402,13.316048687307,2.86232822250525,0,4.48016591348647,1.12004147837162,0.871143372066814,0.124449053152402,0.62224526576201,0.62224526576201,3.36012443511485,4.48016591348647,1.12004147837162,3.85792064772446,0.124449053152402,5.10241117924848,1.86673579728603,0,0.373347159457206,0.248898106304804,4.85351307294368,2.73787916935284,0.497796212609608,2.73787916935284,2.11563390359083,0.746694318914412,3.11122632881005,0,0.746694318914412,0.62224526576201,3.60902254141966,17.1739693350315,0.995592425219216,1.12004147837162,2.86232822250525,0.62224526576201,3.73347159457206,0.62224526576201
0.373347159457207,0.995592425219218,0.497796212609609,6.47135076392492,2.73787916935285,0.124449053152402,0.124449053152402,2.48898106304804,5.22686023240089,1.61783769098123,0,8.08918845490615,1.12004147837162,1.24449053152402,0,0.746694318914414,0.622245265762011,0.124449053152402,0.995592425219218,0.746694318914414,1.61783769098123,1.12004147837162,0.124449053152402,14.6849882719835,0,2.11563390359084,0.871143372066816,0.124449053152402,0.373347159457207,0.497796212609609,8.96033182697296,1.49338863782883,0,4.10681875402927,2.98677727565765,0.871143372066816,6.34690171077251,0,0.248898106304804,0.622245265762011,0.995592425219218,21.5296861953656,0.995592425219218,0.622245265762011,0.871143372066816,0.373347159457207,0.995592425219218,0.373347159457207
4.97796212609608,1.61783769098123,1.86673579728603,5.60020739185809,1.24449053152402,0.497796212609608,0.497796212609608,4.85351307294368,11.6982109963258,3.36012443511486,0.124449053152402,11.0759657305638,6.3469017107725,0.871143372066814,4.60461496663888,0,1.99118485043843,0.248898106304804,1.24449053152402,1.49338863782882,4.85351307294368,1.86673579728603,1.36893958467642,2.24008295674324,0.124449053152402,1.12004147837162,1.36893958467642,0,0.497796212609608,0.124449053152402,8.58698466751574,3.23567538196245,0.248898106304804,19.4140522917747,0.373347159457206,1.99118485043843,3.23567538196245,1.12004147837162,2.36453200989564,0.373347159457206,12.3204562620878,24.143116311566,0.373347159457206,0.746694318914412,5.7246564450105,0.746694318914412,1.24449053152402,0.248898106304804
7.71584129544896,2.11563390359084,1.86673579728604,7.46694318914415,3.11122632881006,0.124449053152403,0.124449053152403,3.60902254141967,24.8898106304805,4.7290640197913,0,8.96033182697298,1.61783769098123,0.99559242521922,2.24008295674325,1.86673579728604,0,0.373347159457208,1.49338863782883,1.24449053152403,2.48898106304805,1.36893958467643,4.6046149666389,0.49779621260961,0.248898106304805,0.49779621260961,2.11563390359084,0.124449053152403,1.49338863782883,0.248898106304805,12.9427015278499,2.98677727565766,0,3.36012443511487,0.746694318914415,2.61343011620045,2.73787916935286,0,0.373347159457208,0.248898106304805,4.23126780718169,42.8104742844265,1.49338863782883,0.124449053152403,1.36893958467643,0.622245265762013,1.99118485043844,0.49779621260961
0.871143372066814,0.497796212609608,0.124449053152402,2.36453200989564,0.373347159457206,0.373347159457206,0,1.12004147837162,1.61783769098123,1.24449053152402,0.124449053152402,0.871143372066814,0.871143372066814,0.373347159457206,0.871143372066814,0.373347159457206,0.248898106304804,0,0.248898106304804,1.99118485043843,0.248898106304804,0.248898106304804,0.248898106304804,0.373347159457206,0.248898106304804,0.124449053152402,0.497796212609608,0.497796212609608,0.995592425219216,0.124449053152402,2.11563390359083,1.12004147837162,0,0.995592425219216,0.124449053152402,11.9471091026306,4.48016591348647,0.373347159457206,0.248898106304804,0,0.373347159457206,4.23126780718167,0.497796212609608,0.124449053152402,0.497796212609608,0,0.62224526576201,0.124449053152402
1.99118485043844,2.98677727565766,0.622245265762012,12.4449053152402,3.85792064772447,1.49338863782883,2.73787916935285,13.1915996341546,16.3028259629647,4.60461496663889,0.373347159457207,13.8138448999167,3.11122632881006,1.74228674413363,3.48457348826727,8.33808656121096,1.61783769098123,0.746694318914414,0,4.60461496663889,3.23567538196246,2.11563390359084,0.995592425219219,1.61783769098123,0.497796212609609,1.24449053152402,1.36893958467643,0.124449053152402,5.4757583387057,0.497796212609609,25.3876068430901,4.97796212609609,0.373347159457207,5.84910549816291,1.99118485043844,1.99118485043844,11.8226600494782,0.746694318914414,1.24449053152402,0.124449053152402,3.60902254141967,31.6100595007102,1.12004147837162,0.497796212609609,12.8182524746974,0.871143372066816,3.73347159457207,0.248898106304805
2.73787916935284,2.86232822250524,0.622245265762008,10.9515166774113,4.85351307294366,2.73787916935284,2.11563390359083,8.58698466751571,18.294010813403,4.10681875402925,0.871143372066811,13.0671505810022,1.49338863782882,3.36012443511484,2.24008295674323,3.11122632881004,1.24449053152402,3.36012443511484,1.24449053152402,0,6.34690171077248,1.99118485043843,1.24449053152402,2.36453200989563,0.373347159457205,1.61783769098122,0.871143372066811,2.73787916935284,2.86232822250524,0.124449053152402,31.61005950071,4.23126780718166,0.248898106304803,4.85351307294366,1.49338863782882,9.70702614588733,10.4537204648017,2.61343011620043,0.373347159457205,0.373347159457205,2.36453200989563,23.1475238863467,0.622245265762008,3.36012443511484,3.48457348826725,0.124449053152402,3.36012443511484,0.124449053152402
2.36453200989565,4.35571686033409,0.497796212609611,13.8138448999167,2.61343011620046,0.995592425219221,0.248898106304805,5.47575833870572,18.4184598665556,4.35571686033409,0.497796212609611,32.9789990853867,5.84910549816293,3.60902254141968,6.34690171077254,2.86232822250526,1.61783769098123,0.746694318914416,3.23567538196247,2.48898106304805,0,4.8535130729437,3.36012443511487,4.97796212609611,0.248898106304805,2.11563390359085,1.99118485043844,0.373347159457208,0.871143372066819,0.373347159457208,17.7962146007936,3.48457348826727,0.124449053152403,12.5693543683927,1.24449053152403,3.48457348826727,6.84469792338215,0.622245265762013,1.36893958467643,0.248898106304805,3.48457348826727,27.6276897998334,1.61783769098123,0.373347159457208,2.73787916935286,0.248898106304805,7.09359602968695,2.86232822250526
2.11563390359084,4.10681875402927,0.62224526576201,7.34249413599172,3.48457348826726,0.497796212609608,0.373347159457206,5.8491054981629,9.95592425219217,2.36453200989564,0.248898106304804,11.9471091026306,4.85351307294368,10.7026185711066,3.98236970087687,2.48898106304804,0.497796212609608,0.248898106304804,1.86673579728603,0.995592425219217,5.8491054981629,0,1.49338863782883,2.24008295674324,0.871143372066815,2.98677727565765,1.12004147837162,0.373347159457206,1.12004147837162,0.248898106304804,15.8050297503551,1.24449053152402,2.98677727565765,3.98236970087687,1.61783769098123,1.99118485043843,1.99118485043843,0.373347159457206,0.124449053152402,2.11563390359084,2.73787916935285,17.5473164944887,0.248898106304804,0.497796212609608,1.99118485043843,0.62224526576201,10.4537204648018,0.746694318914413
4.23126780718168,0.746694318914413,1.86673579728603,1.74228674413363,0.497796212609609,0.124449053152402,0.124449053152402,0.871143372066816,9.20922993327777,1.99118485043844,0.124449053152402,5.97355455131531,0.995592425219218,0.622245265762011,0.871143372066816,2.61343011620045,5.3513092855533,0.248898106304804,0.248898106304804,0.497796212609609,1.12004147837162,0.746694318914413,0,1.74228674413363,0.124449053152402,1.24449053152402,0.373347159457207,0,0.373347159457207,0.248898106304804,5.22686023240089,1.99118485043844,0,2.73787916935285,0.871143372066816,0.746694318914413,1.49338863782883,0,1.99118485043844,0,6.84469792338212,10.827067624259,0.248898106304804,0,0.871143372066816,0.373347159457207,2.73787916935285,0.248898106304804
